isVegi;vegiLabel;name;content
"0";"fleisch";"Asia delight";"NAM PRIG PAU Schweizer Rindsgeschnetzeltes an Chili-Oel Sauce serviert mit Asianudeln und Pfälzerstreifen dazu Ofenpepperoni"
"1";"vegi";"Asia green";"MIRSANG Bio Tofu an indischer Joghurtsauce mit Pepperoni, Kartoffeln und Spinat serviert mit Gewürzreis dazu ein Naanbrot"
"0";"fleisch";"fire";"Truten Frikasse mit Estragonsauce, Reis  und glasierten Erbsen"
"0";"fleisch";"grill";"Schnitzeljagt Schweins Cordon Bleu mit Pommes frites und Zuchetti aus dem Ofen"
"0";"fleisch";"Pasta";"Pasta con prosciutto e piselli Pasta mit Tomatenrahmsauce, Schinken und Erbsen"
"0";"fleisch";"ell";"Schweinshuftschnitzel an Pilzsauce Kartoffelstock Mischgemüse "
"1";"vegi";"classic";"Gebackene Bohnenbällchen Pfefferminz-Joghurt Dip Gelber Reis mit Rosinen,  Lauchbeet "
"0";"fleisch";"Traditional";"Pastaplausch Penne mit Saucenauswahl: Carbonara, Gorgonzola oder Tomate  mit Reibkäse dazu einen Tagessalat"
"0";"fleisch";"Favorite";"Pastaplausch Penne mit Saucenauswahl: Carbonara, Gorgonzola oder Tomate  mit Reibkäse dazu einen Tagessalat"
"0";"fleisch";"Garden";"G-ESSSalat mit Black Tiger Crevetten  (7 Stück) - oder geräucherten Tofuwürfeln  (Soja)  oder entscheiden Sie sich für einen Thun- oder Griechischen Salat?"
"1";"vegi";"Aktuell";"Raclette - der Klassiker mit Kartoffeln Cornichons, Essigzwiebeln und zartem Käse"
"0";"fleisch";"Coconut Soup";"Rote Currysuppe mit Cipolloti, Chilis, Seven Spices Rindfleisch und Sojasprossen"
"0";"fleisch";"Stew";"Kokoscurry mit Kalbfleisch und Joghurt, Mandeln, Safran, Ingwer,  dazu Rotibrot und Raita"
"0";"fleisch";"LOCAL";"Schweizer Kalbs-Geschnetzeltes mit Balsamicosauce, Eierschwämmli Pilawreis und geröstetem Kürbis"
"0";"fleisch";"STREET";"saftiges Poulet-Cordon-Bleu gefüllt mit Trutenschinken  und zartem Schmelzkäse dazu Country Cuts und gebratenem Wintergemüse"
"1";"vegi";"GARDEN";"Sämiges Waldpilz-Risotto mit Mascarpone  und frischen Kräutern dazu Peperonata"
"0";"fleisch";"HOME";"Tortellini Alfredo an feiner Schinkenrahmsauce mit Erbsen und Reibkäse dazu ein Menusalat"
"0";"fleisch";"SOUP";"Rote Thai Currysuppe mit Poulet, Frühlingszwiebel und Gemüse"
"0";"fleisch";"pasta classica";"Sedanini pomodorini e polpette di manzo mit Tomatensauce und Fleischbällchen Menüsalat"
"0";"fleisch";"pizza bella italia";"Pizza biancha mit Cantadou, geräuchertem Lachs, Zwiebeln,Oregano  und Dill-Senf Sauce"
"0";"fleisch";"Trailerburger";"Trailer Burger Saftiger Rindfleisch-Burger  im Brioche Bun mit Eisbergsalat, Tomatenscheibe, Essiggurke, Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Griechische Gyros vom Schwein  dazu Kritharaki mit Tomaten und Zucchetti  und Tzatziki"
"1";"vegi";"Garden";"Sämiges Waldpilz-Risotto mit Mascarpone  und frischen Kräutern dazu ein Tagessalat"
"0";"fleisch";"Trailersalat";"Cesar-Salat Baby-Lattich mit Pouletstreifen, Parmesanhobel und Croutons dazu Eier und Parmesandressing"
"1";"vegi";"vitality";"Hülsenfrüchte Eintopf mit Gemüse"
"0";"fleisch";"chef's world";"Tafelspitz mit Frühlingszwiebel Vinaigrette auf Lauchgemüse und Salzkartoffeln"
"1";"vegi";"Vegi Menü";"Cous Cous   Eintopf mit Gemüse  Kräuter Dip Tagessalat "
"0";"fleisch";"Classic Menü";"Pouletbruststreifen  auf Tomatensauce  Polenta mit Käse  Mischgemüse  "
"0";"fleisch";"food market dinner";"Riz Casmir Pouletgeschnetzeltes an gelber Currysauce, Reis, und fritierten Bananen Als Alternative hätten wir auch ein Vegi-Menü"
"0";"fleisch";"HOME ABEND";"Gebratenes Tilapiafilet an Soja-Vinaigrette dazu Sesamreis und gebratener Chinakohl"
"1";"vegi";"GARDEN ABEND";"Vegetarische Aelpler-Makkaroni mit Rahm, Kartoffeln, Zwiebeln und Sbrinz dazu Apfelkompott"
"0";"fleisch";"SOUP";"Rote Thai Currysuppe mit Poulet, Frühlingszwiebel und Gemüse"
"0";"fleisch";"food market dinner";"Riz Casmir Pouletgeschnetzeltes an gelber Currysauce, Reis, und fritierte Bananen Als Alternative hätte wir auch ein Vegi-Menü"
"0";"fleisch";"Classic Pot";"Rindsgehacktes mit Hörnli der Alumni Lounge Klassiker mit Apfelmuus und Hartkäse"
"0";"fleisch";"Wok";"GAENG PED Streifen von der Ente oder Black Tiger Crevetten oder Eierschwämme   an thailändischem rotem Curry serviert mit grünen Peperoni, Ananas, Kürbis und Thai Basilikum Beilage nach Ihrer Wahl"
"0";"fleisch";"Asia delight";"SATAY Schweizer Pouletschenkel an Satay Sauce mit Erdnüssen serviert mit Sesam-Nudeln dazu Wirsing-Karottengemüse mit Chili"
"1";"vegi";"Asia green";"DIM SUM Gedämpfte vegetarische Dim Sum serviert mit Nestnudeln und Randenstreifen dazu scharfe Sojasauce  und Lauch-Zwiebelgemüse"
"0";"fleisch";"fire";"Gebratenes Rindshacksteak mit Pfefferrahmsauce, Spiralen und geschmorten Pfälzerkarotten"
"0";"fleisch";"grill";"Suuri Schweinsleberli mit Balsamicojus, hausgemachter Rösti und caramlisierten Äpfeln"
"0";"fleisch";"Hausgemachte Pizza";"Pizza lardo e funghi Ofenfrische Pizza mit Tomaten, Mozzarella, Speckjulienne und Champignons"
"0";"fleisch";"ell";"Pouletstreifen Cajun mit Peperoni und Zwiebeln Eisberg im Pitabrot Kräuterreis "
"0";"fleisch";"classic";"Rinds Meatballs (CH) an grüner Pfeffersauce Gnocchi Kohlraben an Tomatensauce "
"1";"vegi";"veggie";"Zartweizen  Eintopf mit Kürbis, Pilzen Lauch und Karotten Tagessalat "
"0";"fleisch";"Traditional";"NAM PRIG PAU Schweizer Rindsgeschnetzeltes an Chili-Oel Sauce serviert mit Asianudeln und Pfälzerstreifen dazu Ofenpepperoni"
"1";"vegi";"Favorite";"MIRSANG Bio Tofu an indischer Joghurtsauce mit Pepperoni, Kartoffeln und Spinat serviert mit Basmatireis dazu Knäckebrot"
"0";"fleisch";"Garden";"G-ESSSalat mit Black Tiger Crevetten  (7 Stück) - oder geräucherten Tofuwürfeln  (Soja)  oder entscheiden Sie sich für einen Thun- oder Griechischen Salat?"
"1";"vegi";"Aktuell";"Raclette - der Klassiker mit Kartoffeln Cornichons, Essigzwiebeln und zartem Käse"
"0";"fleisch";"Coconut Soup";"Tom Kha Gai mit Zitronengras, Pak Choi, Shiitake, Poulet und Koriander"
"0";"fleisch";"Stew";"Tibetischer Eintopf mit Rindfleisch und Joghurt  dazu Kartoffeln und Gurken-Tomaten-Salat"
"0";"fleisch";"LOCAL";"Schweizer Kalbs-Geschnetzeltes mit Balsamicosauce, Eierschwämmli Pilawreis und geröstetem Kürbis"
"0";"fleisch";"STREET";"Open Clubsandwich mit ofenfrischem Hausbrot, saftiger Pouletbrust, knusprigem Speck, marktfrischem Salat und knackigen Rauchchips"
"1";"vegi";"GARDEN";"Couscous Marrakesch mit Kichererbsen, Peperoni, Safran, Koriander und Couscous dazu erfrischender Minz-Joghurt und Marrokanische Karotten"
"0";"fleisch";"HOME";"Saftiger Ofenfleischkäse mit hausgemachtem Kartoffelsalat, marktfrischem Menusalat und pikantem Senf"
"0";"fleisch";"pasta della nonna";"Asia Glasnudeln mit roter Currysauce,  Pakchoi, Shiitake und Lammgeschnetzeltes"
"0";"fleisch";"pizza bella italia";"Döner Pizza mit hausgemacher Tomatensauce, Dönerfleisch, Zwiebeln, Joghurt und Basilikum"
"0";"fleisch";"Trailerburger";"Trailer Burger Saftiger Rindfleisch-Burger  im Brioche Bun mit Eisbergsalat, Tomatenscheibe, Essiggurke, Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Kalbs-Bratwurst mit deftiger Zwiebelsauce  dazu knusprige Butterrösti  und gerösteter Kürbis"
"1";"vegi";"Garden";"Couscous Marrakesch mit Kichererbsen, Peperoni Safran, Koriander und Couscous dazu erfrischender Minz-Joghurt und Marrokanische Karotten"
"0";"fleisch";"Trailersalat";"Cesar-Salat Baby-Lattich mit Pouletstreifen, Parmesanhobel und Croutons dazu Eier und Parmesandressing"
"1";"vegi";"vitality";"Mexikanisches Quorn Chili  mit Reis und Maisgemüse"
"0";"fleisch";"chef's world";"Grillierte Kurkuma Crevetten an Safransauce gelbem Pilaw-Reis dazu Tomatenwürfel "
"1";"vegi";"Vegi Menü";"Gemüseragout an Currysauce  Basmati Reis Tagessalat  "
"0";"fleisch";"Classic Menü";"Schlemmerfilet Iteliano  aus dem Ofen  Brätlerkartoffeln Gemüse  "
"0";"fleisch";"food market dinner";"Penne Bolognaise   mit Rindshackfleischsauce dazu ein Menüsalat   Als Alternative hätten wir auch ein Vegi-Menü"
"0";"fleisch";"HOME ABEND";"Pouletschenkel aus dem Ofen mit Joghurt-Dip, Pittabrot und Gewürzcouscous mit Ratatouille"
"1";"vegi";"GARDEN ABEND";"Hausgemachter Kürbis-Raclettekuchen mit marktfrischem Blattsalat"
"0";"fleisch";"food market dinner";"Penne Bolognaise  mit Rindshackfleischsauce  dazu ein Menüsalat   Als Alternative hätte wir auch ein Vegi-Menü"
"0";"fleisch";"Classic Pot";"Rindsgehacktes mit Hörnli der Alumni Lounge Klassiker mit Apfelmuus und Hartkäse"
"0";"fleisch";"Wok";"GAENG PED Streifen vom Schweizer Pferd oder Schweinefleisch oder Eierschwämme   an thailändischem rotem Curry serviert mit grünen Peperoni, Ananas, Kürbis und Thai Basilikum Beilage nach Ihrer Wahl"
"0";"fleisch";"Asia delight";"TERIYAKI Black Tiger Spiess im Ofen gebraten  mit Teryakisauce serviert mit Sesam-Nudeln  dazu Wirsing und Karotten mit Chili"
"1";"vegi";"Asia green";"PHARANA Veganes indisches Curry mit Kartoffeln, Karotten und Blumenkohl  serviert mit Gemüsereis dazu ein Naanbrot"
"0";"fleisch";"fire";"MSC-Alaska Seelachs Nuggets mit Tatarsauce Pilawereis und Rahmspinat"
"0";"fleisch";"grill";"Rindsgeschnetzeltes mit Glühweinsauce, Kartoffelstock und Fenchelgemüse mit Orangen"
"0";"fleisch";"Pasta";"Pasta ai ragù, salvia e verdura Pasta an Bolognesesauce mit Salbei und Gemüse"
"0";"fleisch";"ell";"Meerhecht Filet pochiert (Nam)  Safransauce Lauchreis Tagessalat "
"0";"fleisch";"classic";"Schweinsgeschnetzeltes  an Thymian-Zwetschgensauce Butternüdeli Glasierte Rüebli "
"0";"fleisch";"pasta";"Pasta Istanbul  mit Poulet Kebab, Zwiebel, Kabis an scharfer Tomatensauce mit Joghurt -Dip Tagessalat "
"1";"vegi";"veggie";"Bratkäse gebacken mit Preiselbeeren Ofenkartofeln Essiggemüse "
"0";"fleisch";"pot&spoon";"Corn Dogs auf Kartoffel Chili mit Gemüse und Bohnen Tagessalat "
"0";"fleisch";"Traditional";"Gebratenes MSC Kabeljaufilet paniert serviert mit Reis und Kürbisgemüse dazu Zitronensauce mit Rahm"
"1";"vegi";"Favorite";"DOI CHANG Rotes Thaicurry - pikant mit Zucchetti, Karotten, Bambus und Sellerie serviert mit Basmatireis und Randenstreifen dazu ein Pappadam"
"0";"fleisch";"Garden";"G-ESSSalat mit Black Tiger Crevetten  (7 Stück) - oder geräucherten Tofuwürfeln  (Soja)  oder entscheiden Sie sich für einen Thun- oder Griechischen Salat?"
"1";"vegi";"Aktuell";"Raclette - der Klassiker mit Kartoffeln Cornichons, Essigzwiebeln und zartem Käse"
"0";"fleisch";"Coconut Soup";"Thai Kokos-Milchsuppe mit Kalbfleischbällchen, Reisstrohpilzen, Thai Basilikum und Zucchettistreifen"
"0";"fleisch";"Stew";"Chicken Tikka Masala mit Linsen Dal und Basmatireis"
"0";"fleisch";"LOCAL";"Gebratener Fleisch-Spiess mit Speck und Cipollata dazu sämige Rahmsauce, gebratene Kartoffelwürfel  und glasierte Karotten"
"0";"fleisch";"STREET";"The Western Burger Saftiger Rindsburger im Brioche Bun mit Speck, Röstzwiebeln, Tomaten, Eisberg  und BBQ Sauce dazu knusprige Züri Frites"
"1";"vegi";"GARDEN";"Ofenfrische Frühlings-Rollen mit Sweet-Chilisauce,  Basmatireis und gebratenem Pak Choi"
"0";"fleisch";"HOME";"Schwedisches Schweinsvoressen mit sämiger Dill-Rahmsauce, Schlosskartoffeln  Ofenranden mit Thymian und Knoblauch"
"0";"fleisch";"SOUP";"Kartoffel-Crème-Suppe mit Majoran, saurem Halbrahm und gebratenen Speckstreifen"
"0";"fleisch";"pasta classica";"Farfalle con ricotta e pancetta mit Tomatensauce, Speck, Ricotta und Pfeffer Menüsalat"
"0";"fleisch";"Trailerburger";"Trailer Burger Saftiger Rindfleisch-Burger  im Brioche Bun mit Eisbergsalat, Tomatenscheibe, Essiggurke, Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"G`hackets und Hörnli mit Schweizer Reibkäse  und fruchtigem Apfelmus"
"1";"vegi";"Garden";"Ofenfrische Frühlings-Rollen mit Sweet-Chilisauce,  Basmatireis und gebratenem Pak Choi"
"0";"fleisch";"Trailersalat";"Cesar-Salat Baby-Lattich mit Pouletstreifen, Parmesanhobel und Croutons dazu Eier und Parmesandressing"
"0";"fleisch";"favorite";"Wildfleisch Vogel aus dem Ofen  an Wildrahmsauce mit Eier-Spätzli  und Kürbis-Orangengemüse"
"1";"vegi";"vitality";"Mah Meh  mit Gemüse und Teigwaren "
"0";"fleisch";"Classic Menü";"Paniertes Schnitzel  Tomatenspaghetti  Tagessalat  "
"0";"fleisch";"food market dinner";"Bucket full of Wings  Leckere Chicken Wings oder Quorn Wings mit knusprigen Pommes frites und einen Menüsalat  "
"0";"fleisch";"HOME ABEND";"Fried Rice mit Schweinefleisch, Karotten, Lauch, Sojasprossen, Shiitake, Kürbis und Erdnüssen dazu Chinagemüse mit Sojasauce"
"1";"vegi";"GARDEN ABEND";"Fried Rice mit Tofu, Karotten, Lauch, Sojasprossen, Shiitake, Kürbis und Erdnüssen dazu Chinagemüse mit Sojasauce"
"0";"fleisch";"FREE CHOICE";"Güggeli Abig Knusprige Chicken Nuggets mit Twister Fries, Cocktailsauce und einem bunten Salat"
"0";"fleisch";"SOUP";"Kartoffel-Crème-Suppe mit Majoran, saurem Halbrahm und gebratenen Speckstreifen"
"0";"fleisch";"food market dinner";"Bucket full of Nuggets Leckere Chicken Nuggets  oder Quorn Wings mit knusprigen Pommes frites  und einem Menüsalat"
"0";"fleisch";"Soup Pot";"Kartoffel-Crème-Suppe mit Majoran, saurem Halbrahm und gebratenen Speckstreifen"
"0";"fleisch";"Classic Pot";"Rindsgehacktes mit Hörnli der Alumni Lounge Klassiker mit Apfelmuus und Hartkäse"
"0";"fleisch";"Promo Pot";"Türkische Souvlaki (Schwein) mit Raita, Bratkartoffeln und gedünsteten grünen Bohnen"
"0";"fleisch";"Wok";"SAM ROD Streifen vom schweizer Poulet oder MSC Seelachswürfel oder Bio Tofu (Soja)  an Pflaumen- Chili Sauce serviert mit dreifarbigen Pepperoni und roten Zwiebeln Beilage nach Ihrer Wahl"
"0";"fleisch";"Asia delight";"QUY NONH Hirschgeschnetzeltes Korea Style mit Mu-Err Pilzen, Knoblauch, Champignon und Ingwer serviert mit Parfumreis dazu Randen mit Sesam"
"1";"vegi";"Asia green";"BAMI GORENG Indonesisches Nudelgericht mit Karotten, Stangensellerie, Frühlingszwiebeln und Zucchetti dazu Sojasprossen und Randengemüse mit Sesam serviert mit zwei Frühlingsrollen"
"0";"fleisch";"fire";"Schweinskrusten Braten an Biersauce, Bratkartoffeln und Sauerkraut"
"0";"fleisch";"grill";"Chingari Maach Malai Bio-Krevetten in grüner Chilisauce, Glasnudeln, marinierter Kürbis mit Kokos-Chutney"
"0";"fleisch";"Hausgemachte Pizza";"Pizza al Tonno Ofenfrische Pizza mit Tomaten, Mozzarella, MSC Thunfisch, Oliven und Zwiebeln"
"0";"fleisch";"Minestra";"Minestra di gulasch Ungarische Gulaschsuppe Serviert mit einem Engadiner-Brötli"
"0";"fleisch";"ell";"Kalbsgeschnetzeltes "Zürcher Art " (CH) an Champignosrahmsauce Butterrösti Tagessalat "
"0";"fleisch";"classic";"Pouletschenkel an roter Currysauce Jasminreis Asiatischer Wirsing "
"1";"vegi";"veggie";"Gnocchi  Walliserart an Raclettekäsesauce mit Lauchstreifen und  Dörraprikosenwürfli Tagessalat "
"0";"fleisch";"pot&spoon";"Minestrone Tessiner Gemüse Suppentopf mit Luganighe (CH) Bürli "
"1";"vegi";"Favorite";"BURGER DAY Falafel Burger   Cocktailsauce und flockigem Ei Beigemüse nach Wahl mit Kartoffel Wedges und einem Tagessalat"
"0";"fleisch";"Garden";"G-ESSSalat mit Black Tiger Crevetten  (7 Stück) - oder geräucherten Tofuwürfeln  (Soja)  oder entscheiden Sie sich für einen Thun- oder Griechischen Salat?"
"1";"vegi";"Aktuell";"Raclette - der Klassiker mit Kartoffeln Cornichons, Essigzwiebeln und zartem Käse"
"0";"fleisch";"Coconut Soup";"Tom Yang Gung Limetten-Kokossuppe mit Reis, Karotten, Broccoli Frühlingszwiebeln und Shrimps"
"1";"vegi";"Stew";"Palak Paneer gebratener indischer Weichkäse dazu Spinat mit Hüttenkäse und Naanbrot"
"0";"fleisch";"LOCAL";"Gebratener Fleisch-Spiess mit Speck und Cipollata dazu sämige Rahmsauce, gebratene Kartoffelwürfel  und glasierte Karotten"
"0";"fleisch";"STREET";"Türkischer Souvlakispiess mit Raita, Bratkartoffeln und gedünsteten grünen Bohnen"
"1";"vegi";"GARDEN";"Sautiertes Zucchetti Piccata mit Teigwaren, pikanter Tomatensauce und hausgemachtem Pesto"
"0";"fleisch";"HOME";"Tandoori Poulet-Schenkel auf Gemüsecurry dazu Couscous mit Kreuzkümmel"
"0";"fleisch";"pizza bella italia";"Pizza alla mortadella mit  Kürbisstreifen, Balsamico-Reduktion, Rettich-Sprossen,  hausgemachter Tomatensauce und Mozzarella"
"0";"fleisch";"Trailerburger";"Trailer Burger Saftiger Rindfleisch-Burger  im Brioche Bun mit Eisbergsalat, Tomatenscheibe, Essiggurke, Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Lasagne Bologneser Art gratiniert mit Béchamel und Mozzarella  dazu ein Tagessalat"
"1";"vegi";"Garden";"Sautiertes Zucchetti Piccata mit Teigwaren pikanter Tomatensauce  und hausgemachtem Pesto"
"0";"fleisch";"Trailersalat";"Cesar-Salat Baby-Lattich mit Pouletstreifen, Parmesanhobel und Croutons dazu Eier und Parmesandressing"
"0";"fleisch";"favorite";"Schweinebraten aus dem Ofen an Rosmarinjus mit Kürbisstock  und Grillgemüse"
"1";"vegi";"vitality";"Couscous mit Gemüse"
"0";"fleisch";"chef's world";"Schweizer Güggeli aus dem Ofen an hausgemachten lauwarmen  Kartoffelsalat und Dip-Sauce"
"1";"vegi";"Vegi Menü";"Risotto "Florentin" Tomatenrisotto mit  Blattspinat  Tagessalat "
"0";"fleisch";"Classic Menü";"Schweinshuftschnitzel an Pilzsauce Kartoffelstock Mischgemüse "
"0";"fleisch";"food market dinner";"Älpler Makkaroni mit Speck,Kartoffeln und Raclettkäse  Menüsalat oder Apfelmus Als Alternative hätten wir auch ein Vegi-Menü"
"0";"fleisch";"HOME ABEND";"Cervelat mit geräuchertem Speck und Greyerzer dazu Schwingerhörnli und Tagesgemüse"
"1";"vegi";"GARDEN ABEND";"Hausgemachte Gemüselasagne mit Béchamel und Mozzarella überbacken dazu ein Tomaten-Basilikumsalat"
"0";"fleisch";"food market dinner";"Älpler Makkaroni mit Speck,Kartoffeln und Raclettkäse Menüsalat oder Apfelmus  Als Alternative hätten wir auch ein Vegi-Menü"
"0";"fleisch";"Soup Pot";"Kartoffel-Crème-Suppe mit Majoran, saurem Halbrahm und gebratenen Speckstreifen"
"0";"fleisch";"Classic Pot";"Rindsgehacktes mit Hörnli der Alumni Lounge Klassiker mit Apfelmuus und Hartkäse"
"0";"fleisch";"World Pot";"Schwedisches Schweinsvoressen mit sämiger Dill-Rahmsauce, Schlosskartoffeln und knackigem Randensalat"
"0";"fleisch";"Promo Pot";"Türkische Souvlaki (Schwein) mit Raita, Bratkartoffeln und gedünsteten grünen Bohnen"
"0";"fleisch";"Wok";"SAM ROD Streifen vom schweizer Poulet oder MSC Seelachswürfel oder Bio Tofu (Soja)  an Pflaumen- Chili Sauce serviert mit dreifarbigen Pepperoni und roten Zwiebeln Beilage nach Ihrer Wahl"
"0";"fleisch";"Asia delight";"MUH DAD DIEW Schweinhals mit Koriandersamen  serviert mit Asianudeln und Gemüsestreifen dazu Kürbisgemüse an grüner Currysauce"
"1";"vegi";"Asia green";"GHANA DAL Veganes indisches Curry mit Gemüse, Linsen und Kartoffeln serviert mit Limonenreis dazu zwei Samosas"
"0";"fleisch";"fire";"Pouletschenkel Tandoori mit  Joghurtsauce, Dattel-Couscous und gebratenem Gemüse"
"0";"fleisch";"grill";"The Mexican Burger Saftiger Rindsburger mit Cheddarkäse,Jalapenos, pikanter Salsa, knusprige Pommes frites  dazu einen Mais-Bohnen Salat"
"0";"fleisch";"Pasta";"Pasta con Salsiccia Pasta mit Rahmsauce, Salbei und Luganighe Wurst"
"0";"fleisch";"ell";"Pouletbrust auf Tomatensauce Bramata Polenta Wurzelgemüse "
"1";"vegi";"classic";"Gemüseragout Tandoori mit buntem Gemüse Basmati Reis Tagessalat "
"0";"fleisch";"Traditional";"QUY NONH Hirschgeschnetzeltes Korea Style mit Mu-Err Pilzen, Knoblauch, Champignon und Ingwer serviert mit Parfumreis dazu Randen mit Sesam"
"0";"fleisch";"Garden";"G-ESSSalat mit Entestreifen oder geräucherten Tofuwürfeln  (Soja)  oder entscheiden Sie sich für einen Thun- oder Griechischen Salat?"
"1";"vegi";"Aktuell";"Raclette - der Klassiker mit Kartoffeln Cornichons, Essigzwiebeln und zartem Käse"
"0";"fleisch";"LOCAL";"Knusprige Eglifilet im Bierteig mit pikanter Tartarensauce, Tagliatelle, gedünstetem Lattichgemüse und Zitronenschnitz"
"0";"fleisch";"STREET";"Massaman Beef Curry Thai-Curry mit Rindfleisch, Frühlingszwiebeln, Kartoffeln, roten Zwiebeln und Koriander dazu gedämpfter Jasminreis"
"1";"vegi";"GARDEN";"Gemüse-Pilz-Ragout an Peperonirahmsauce mit Essiggurken dazu Kartoffelgnocchi  und Ofensellerie mit Thymian"
"0";"fleisch";"HOME";"Pasta Plausch Spaghetti Plausch  mit Tomatenragout und Bologneser Sauce dazu ein Tagessalat"
"0";"fleisch";"SOUP";"Peperoni-Crèmesuppe mit kleinem Ratatouille  und Chorizo"
"0";"fleisch";"pasta della nonna";"Risotto e fegatto Risotto mit Trevisiano, Prosecco und sautierter Kalbsleber"
"0";"fleisch";"pizza bella italia";"Pizza cruda con San Daniele mit hausgemachter Tomatensauce, Pesto und Rucola"
"0";"fleisch";"Trailerburger";"Trailer Burger Saftiger Rindfleisch-Burger  im Brioche Bun mit Eisbergsalat, Tomatenscheibe, Essiggurke, Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Forellenfilet mit Blattspinat  an Senfrahmsauce mit Salzkartoffel"
"1";"vegi";"Garden";"Gemüse-Pilz-Ragout an Peperonirahmsauce  mit Essiggurken dazu Kartoffelgnocchi"
"0";"fleisch";"Trailersalat";"Cesar-Salat Baby-Lattich mit Pouletstreifen, Parmesanhobel und Croutons dazu Eier und Parmesandressing"
"0";"fleisch";"favorite";"Forellen-Filet an Wildkräutersauce mit Kartoffelstampf und Spinat "
"1";"vegi";"vitality";"Tofu-Curryragout mit Roggen und Asiagemüse"
"0";"fleisch";"chef's world";"DOZ- Berliner Kalbs-Currywurst mit Bürli Ofen-kartoffeln und Gemüse"
"1";"vegi";"Vegi Menü";"Triangolino  mit Pilzfüllung auf gebratenem Reis Tagessalat   "
"0";"fleisch";"Classic Menü";"Fleischvogel  Rotweinsauce  Risotto  Gemüse  "
"0";"fleisch";"food market dinner";"Kalbsbratwurst mit Zwiebelsauce, knuspriger Rösti und Tagesgemüse Als Alternative hätten wir auch ein Vegi-Menü"
"0";"fleisch";"SOUP";"Peperoni-Crèmesuppe mit kleinem Ratatouille  und Chorizo"
"0";"fleisch";"food market dinner";"Kalbsbratwurst mit Zwiebelsauce knuspriger Rösti und Tagesgemüse Als Alternative hätten wir auch ein Vegi-Menü"
"0";"fleisch";"Wok";"SERORI Streifen vom Hirsch oder Schwein oder BIO Tofu (Soja)  an scharfer Koreanischer Sauce serviert mit Karotten, Kohlrabi und Chinakohl Beilage nach Ihrer Wahl"
"0";"fleisch";"Asia delight";"SEPANG Gebratene Lammkugeln  mit Vindaloo Sauce serviert mit Asianudeln mit Gemüsestreifen dazu Kürbisgemüse mit Ingwer"
"1";"vegi";"Asia green";"ANDRA KARI Indisches Eiercurry mit pikanter gerösteter Currysauce serviert mit Basmatireis mit Chia Samen dazu Kürbisgemüse mit Ingwer"
"0";"fleisch";"fire";"Fleischkäse aus dem Ofen mit Senfsauce, Spiralen und buntem Gemüse"
"0";"fleisch";"grill";"Schnitzeljagd Paniertes Poulet Cordon Bleu mit  Pommes allumettes, Erbsen und Karotten"
"1";"vegi";"Vorspeise 3";"Pimientos del Patròn, Tomaten, Avocado"
"1";"vegi";"Hauptgang 1";"Petersilienrisotto, Chicorée, Orange, Feigen"
"0";"fleisch";"Hauptgang 2";"Rotbarsch, Linsen, Kürbis , Mandeln, Lavendel"
"0";"fleisch";"Hauptgang 3";"Rindsschulterspitz, Bohnenpüree, Karotten, Rucola, Minzöl"
"0";"fleisch";"ell";"Schweinefleisch Tandoori mit Gemüse Basmati Reis Tagessalat "
"1";"vegi";"classic";"Randenrisotto mit Lauch, Pilzen  und Mascarpone Tagessalat "
"1";"vegi";"Favorite";"Galettini Provençale Kartoffelpuffer gefüllt mit Kräuterjoghurt und  Pesto oder Tomatensauce (nach Wahl) dazu ein Tagessalat"
"0";"fleisch";"Garden";"G-ESS SALAT mit Rinds Meatballs oder Linsen-Quinoa Bällchen mit Joghurtfüllung  oder entscheiden Sie sich für  einen Thun- oder Griechischen Salat?"
"1";"vegi";"Aktuell";"Raclette - der Klassiker mit Kartoffeln Cornichons, Essigzwiebeln und zartem Käse"
"0";"fleisch";"Coconut Soup";"Thai Gemüse-Kokossuppe mit Pak Choi, Babymais und Entengeschnetzeltem"
"0";"fleisch";"Stew";"Kokoscurry mit Crevetten und Joghurt, Mandeln, Safran, Ingwer,  dazu Sesamreis und Raita"
"0";"fleisch";"LOCAL";"Zartes Rinds-Geschnetzeltes an leichter Cognacsauce dazu knusprige Butterrösti und gebratene Zucchetti mit Peterli und Feta"
"0";"fleisch";"STREET";"Paniertes Schweins-Schnitzel mit Pommes Frites dazu Blumenkohl-Broccoligemüse"
"0";"fleisch";"HOME";"Pariser Netzbraten an Rahmsauce dazu Kräuterpilavreis und gebratenes Frühlingsgemüse"
"0";"fleisch";"pizza bella italia";"Pizza biancha mit Sauerrahmsauce, Speck, Zwiebeln,Oregano, Zwiebeln und Mozzarella"
"0";"fleisch";"Trailerburger";"Trailer Burger Saftiger Rindfleisch-Burger  im Brioche Bun mit Eisbergsalat, Tomatenscheibe, Essiggurke, Pommes frites und Trailersauce"
"0";"fleisch";"Wochenspezial";"Döner Box mit Pouletfleisch, Fladenbrot Eisberg, Chabis, Tomaten, Gurken, Zwiebeln und Joghurtsauce"
"1";"vegi";"Garden";"Matsaman Curry mit Jasminreis  asiatischem Gemüse und gehackten Erdnüssen"
